"McLennan","Waco Police",256,,188,,73,,,122,,65,,,103590,,18,,(0),,(5),,15,,,,,,,68,257,198,59,"McLennan","Waco Police"
"Midland","Midland Police",181,,147,,81,,,85,,58,,,89443,,16,,1,,(4),,31,,,,,,,34,179,153,26,"Midland","Midland Police"
"Montgomery","Montgomery County Sheriff",337,,233,,69,,,87,,37,,,182201,,13,,8,,2,,24,,,,,,,104,313,229,84,"Montgomery","Montgomery County Sheriff"
"Nueces","Corpus Christi Police",537,,379,,71,,,260,,69,,,257453,,15,,4,,3,,7,,,,,,,158,514,367,147,"Nueces","Corpus Christi Police"
"Potter","Amarillo Police",330,,252,,76,,,134,,53,,,157615,,16,,1,,1,,3,,,,,,,78,326,250,76,"Potter","Amarillo Police"
"Smith","Tyler Police",193,,140,,73,,,84,,60,,,75450,,19,,5,,1,,18,,,,,,,53,183,138,45,"Smith","Tyler Police"
"Tarrant","Tarrant County Sheriff",1286,,1286,,100,,,56,,4,,,1170103,,11,,36,,156,,(100),,,,,,,0,945,503,442,"Tarrant","Tarrant County Sheriff"
"Tarrant","Arlington Police",474,,358,,76,,,167,,47,,,261721,,14,,3,,1,,9,,,,,,,116,462,356,106,"Tarrant","Arlington Police"
"Tarrant","Fort Worth Police",1365,,1060,,78,,,528,,50,,,447619,,24,,9,,12,,0,,,,,,,305,1255,950,305,"Tarrant","Fort Worth Police"
"Taylor","Abilene Police",212,,158,,75,,,88,,56,,,106654,,15,,(1),,(6),,17,,,,,,,54,214,168,46,"Taylor","Abilene Police"
"Tom Green","San Angelo Police",196,,157,,80,,,88,,56,,,84474,,19,,2,,1,,3,,,,,,,39,193,155,38,"Tom Green","San Angelo Police"
"Travis","Travis County Sheriff",972,,350,,36,,,"      ---",,"      ---",,,576407,,6,,22,,28,,18,,,,,,,622,798,273,525,"Travis","Travis County Sheriff"
"Travis","Austin Police",1249,,921,,74,,,589,,64,,,465622,,20,,15,,16,,14,,,,,,,328,1082,795,287,"Travis","Austin Police"
"Webb","Laredo Police",266,,218,,82,,,113,,52,,,122899,,18,,24,,16,,85,,,,,,,48,214,188,26,"Webb","Laredo Police"
"Wichita","Wichita Falls Police",244,,171,,70,,,165,,96,,,96259,,18,,7,,8,,3,,,,,,,73,229,158,71,"Wichita","Wichita Falls Police"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"UTAH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"UTAH",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Salt Lake","Salt Lake County Sheriff",723,,575,,80,,,181,,31,,,725956,,8,,15,,63,,(46),,,,,,,148,629,353,276,"Salt Lake","Salt Lake County Sheriff"
"Salt Lake","Salt Lake City Police",440,,360,,82,,,210,,58,,,159936,,23,,10,,13,,0,,,,,,,80,399,319,80,"Salt Lake","Salt Lake City Police"
"Weber","Ogden Police",122,,105,,86,,,67,,64,,,63909,,16,,0,,(1),,6,,,,,,,17,122,106,16,"Weber","Ogden Police"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"VIRGINIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"VIRGINIA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Alexandria(city)","Alexandria Police",370,,258,,70,,,137,,53,,,111183,,23,,2,,0,,8,,,,,,,112,361,257,104,"Alexandria(city)","Alexandria Police"
"Arlington","Arlington County Police",401,,321,,80,,,153,,48,,,170936,,19,,5,,4,,7,,,,,,,80,383,308,75,"Arlington","Arlington County Police"
"Chesapeake(city)","Chesapeake Police",337,,265,,79,,,126,,48,,,151976,,17,,7,,2,,31,,,,,,,72,316,261,55,"Chesapeake(city)","Chesapeake Police"
"Chesterfield","Chesterfield County Police",388,,336,,87,,,207,,62,,,209274,,16,,4,,16,,(37),,,,,,,52,372,289,83,"Chesterfield","Chesterfield County Police"
"Fairfax","Fairfax County Police",1241,,968,,78,,,877,,91,,,818584,,12,,(6),,2,,(28),,,,,,,273,1322,945,377,"Fairfax","Fairfax County Police"
"Hampton(city)","Hampton Police",282,,208,,74,,,120,,58,,,133793,,16,,(1),,2,,(8),,,,,,,74,284,204,80,"Hampton(city)","Hampton Police"
"Henrico","Henrico County Police",565,,437,,77,,,203,,46,,,217881,,20,,11,,11,,11,,,,,,,128,508,393,115,"Henrico","Henrico County Police"
"Loudoun","Loudoun County Sheriff",199,,159,,80,,,50,,31,,,86129,,18,,2,,0,,11,,,,,,,40,195,159,36,"Loudoun","Loudoun County Sheriff"
"Lynchburg(city)","Lynchburg Police",191,,145,,76,,,75,,52,,,66049,,22,,22,,5,,156,,,,,,,46,156,138,18,"Lynchburg(city)","Lynchburg Police"
"Newport News(city)","Newport News Police",417,,307,,74,,,176,,57,,,170045,,18,,30,,17,,86,,,,,,,110,322,263,59,"Newport News(city)","Newport News Police"
"Norfolk(city)","Norfolk Police",766,,672,,88,,,351,,52,,,261229,,26,,0,,(1),,9,,,,,,,94,766,680,86,"Norfolk(city)","Norfolk Police"
"Portsmouth(city)","Portsmouth Police",290,,214,,74,,,103,,48,,,103907,,21,,6,,3,,15,,,,,,,76,273,207,66,"Portsmouth(city)","Portsmouth Police"
"Prince William","Prince William County Police",405,,291,,72,,,153,,53,,,215686,,13,,(12),,(3),,(29),,,,,,,114,459,299,160,"Prince William","Prince William County Police"
"Richmond(city)","Richmond City Police",722,,632,,88,,,362,,57,,,203056,,31,,1,,(2),,30,,,,,,,90,715,646,69,"Richmond(city)","Richmond City Police"
"Roanoke(city)","Roanoke City Police",291,,248,,85,,,"      ---",,"      ---",,,96397,,26,,65,,57,,139,,,,,,,43,176,158,18,"Roanoke(city)","Roanoke City Police"
"Virginia Beach(city)","Virginia Beach Police",823,,620,,75,,,372,,60,,,393069,,16,,3,,4,,2,,,,,,,203,796,597,199,"Virginia Beach(city)","Virginia Beach Police"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10   Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"10   Law Enforcement Management and Administrative Statistics, 1993",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Table 1a. - continued",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Table 1a. - continued",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,"  Officers assigned",,,,,,,"Officers",,"       Percent change in",,,,,,,,,,,,0,,,,
,,"    Full-time employees, 1993",,,,,,,"  to respond to ",,,,," City or ",,"per",,"       number of full-time",,,,,,,,,,,,0,,,,
,,,,"    Sworn officers",,,,,"  calls for service",,,,," county",,"10,000",,"       employees, 1990-93",,,,,,,,,,,,0,,,,
"County","Name of agency","   Total",,"Number",,"Percent",,,"Number",,"Percent",,," population",,"residents",,"   Total",," Sworn",,"Civilian",,,,,,,"Civilian",0,,,"County","Name of agency"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"WASHINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"WASHINGTON",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Clark","Clark County Sheriff",295,,131,,44,"%",,119,,91,"%",,238053,,6,,95,"%",2,"%",613,"%",,,,,,164,151,128,23,"Clark","Clark County Sheriff"
"King","King Co. Dept. of Public Safety",835,,597,,71,,,369,,62,,,1507319,,4,,9,,4,,23,,,,,,,238,767,573,194,"King","King Co. Dept. of Public Safety"
"King","Bellevue Police",231,,150,,65,,,"      ---",,"      ---",,,86874,,17,,18,,15,,25,,,,,,,81,196,131,65,"King","Bellevue Police"
"King ","Seattle Police",1736,,1232,,71,,,"      ---",,"      ---",,,516259,,24,,(2),,(3),,0,,,,,,,504,1775,1271,504,"King ","Seattle Police"
"Pierce","Pierce County Sheriff",507,,433,,85,,,121,,28,,,586203,,7,,11,,87,,(67),,,,,,,74,458,231,227,"Pierce","Pierce County Sheriff"
"Pierce","Tacoma Police",390,,349,,89,,,246,,70,,,176664,,20,,7,,6,,14,,,,,,,41,365,329,36,"Pierce","Tacoma Police"
"Snohomish","Snohomish County Sheriff",232,,164,,71,,,157,,96,,,465642,,4,,7,,10,,1,,,,,,,68,216,149,67,"Snohomish","Snohomish County Sheriff"
"Snohomish","Everett Police",185,,146,,79,,,76,,52,,,69961,,21,,9,,12,,(3),,,,,,,39,170,130,40,"Snohomish","Everett Police"
"Spokane ","Spokane County Sheriff",387,,165,,43,,,156,,95,,,361364,,5,,3,,4,,1,,,,,,,222,377,158,219,"Spokane ","Spokane County Sheriff"
"Spokane","Spokane Police",349,,252,,72,,,155,,62,,,177196,,14,,10,,5,,24,,,,,,,97,318,240,78,"Spokane","Spokane Police"
"Yakima","Yakima Police",142,,106,,75,,,72,,68,,,54827,,19,,6,,6,,6,,,,,,,36,134,100,34,"Yakima","Yakima Police"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"WEST VIRGINIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"WEST VIRGINIA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Kanawha","Charleston Police",174,,154,,89,,,"      ---",,"      ---",,,57287,,27,,(3),,(3),,(9),,,,,,,20,180,158,22,"Kanawha","Charleston Police"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"WISCONSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"WISCONSIN",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Brown","Brown County Sheriff",192,,133,,69,,,56,,42,,,194594,,7,,1,,4,,(5),,,,,,,59,190,128,62,"Brown","Brown County Sheriff"
"Brown","Green Bay Police",220,,172,,78,,,"      ---",,"      ---",,,96466,,18,,(13),,1,,(43),,,,,,,48,254,170,84,"Brown","Green Bay Police"
"Dane","Dane County Sheriff",297,,259,,87,,,58,,22,,,367085,,7,,21,,23,,12,,,,,,,38,245,211,34,"Dane","Dane County Sheriff"
"Dane ","Madison Police",357,,303,,85,,,"      ---",,"      ---",,,191262,,16,,(6),,1,,(31),,,,,,,54,379,301,78,"Dane ","Madison Police"
"Kenosha","Kenosha Police",178,,166,,93,,,92,,55,,,80352,,21,,4,,4,,0,,,,,,,12,171,159,12,"Kenosha","Kenosha Police"
"Milwaukee","Milwaukee Police",2509,,2039,,81,,,1018,,50,,,628088,,32,,10,,9,,15,,,,,,,470,2274,1866,408,"Milwaukee","Milwaukee Police"
"Milwaukee","West Allis Police",153,,129,,84,,,"      ---",,"      ---",,,63221,,20,,6,,(1),,60,,,,,,,24,145,130,15,"Milwaukee","West Allis Police"
"Racine","Racine County Sheriff",245,,182,,74,,,"      ---",,"      ---",,,175034,,10,,11,,3,,43,,,,,,,63,221,177,44,"Racine","Racine County Sheriff"
"Racine","Racine Police",239,,205,,86,,,130,,63,,,84298,,24,,(11),,1,,(48),,,,,,,34,268,202,66,"Racine","Racine Police"
"Waukesha","Waukesha County Sheriff",292,,145,,50,,,97,,67,,,304715,,5,,15,,3,,30,,,,,,,147,254,141,113,"Waukesha","Waukesha County Sheriff"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Personnel data for 1993 are for the pay period that included June 15, 1993.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note:  Personnel data for 1993 are for the pay period that included June 15, 1993.",
"Personnel data for 1990 are for the pay period that included June 15, 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Personnel data for 1990 are for the pay period that included June 15, 1990.",
"Population data are based on Bureau of Census figures for April 1, 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Population data are based on Bureau of Census figures for April 1, 1990.",
"Figures for number of officers per 10,000 residents are based on all full-time sworn employees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Figures for 'number of sworn employees per 10,000 residents include full-time ",
"Numbers in parentheses indicate a negative percent change in number of employees. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"employees only.  Numbers in parentheses indicate a negative percent change in ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"number of employees from 1990 to 1993.",
"*Percent change is from 1992 because personnel data for 1990 were unavailable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*Percent change could not be calculated because the agency had no civilian ",
"x-Percent change could not be calculated because the agency had no civilian employees in 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"employees in 1990.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- Population data are not presented for special police agencies.",
"- Population data are not presented for special police agencies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"---Data were not provided by an agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"    Personnel   11 ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1b.  Number of full-time employees, number of sworn employees per 10,000 residents, and percent ",
"Table 1b.  Number of full-time employees, sworn officers, and officers responding to calls, and percent change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"change since 1986 in number of full-time employees in State law enforcement agencies, 1990",
"in number of full-time employees since 1990 in State law enforcement agencies, 1993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"  Officers assigned",,,,,,,"Officers",,"       Percent change in",,,,,,,,,,,,,,,,
,,"    Full-time employees, 1993",,,,,,,"  to respond to ",,,,,,,"per",,"       number of full-time",,,,,,,,,,,,,,,,
,,,,"    Sworn officers",,,,,"  calls for service",,,,," State",,"10,000",,"       employees, 1990-93",,,,,,,,,,,,,,,,
"Name of agency",,"   Total",,"Number",,"Percent",,,"Number",,"Percent",,," population",,"residents",,"   Total",," Sworn",,"Civilian",,,,,,,"Civilian",,,,"Name of agency",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alabama Department of Public Safety",,1225,,586,,48,"%",,399,,68,"%",,4040587,,1,,(2),"%",(13),"%",11,"%",,,,,,639,1252,677,575,"Alabama Department of Public Safety",
"Alaska State Troopers",,600,,306,,51,,,231,,75,,,550043,,6,,58,,21,,130,,,,,,,294,380,252,128,"Alaska State Troopers",
"Arizona Department of Public Safety",,1537,,889,,58,,,533,,60,,,3665228,,2,,(9),,(10),,(8),,,,,,,648,1697,993,704,"Arizona Department of Public Safety",
"Arkansas State Police",,679,,485,,71,,,313,,65,,,2350725,,2,,3,,2,,7,,,,,,,194,657,476,181,"Arkansas State Police",
"California Highway Patrol",,8299,,5803,,70,,,4092,,71,,,29760021,,2,,(2),,(3),,(2),,,,,,,2496,8506,5958,2548,"California Highway Patrol",
"Colorado State Patrol",,747,,538,,72,,,338,,63,,,3294394,,2,,4,,9,,(5),,,,,,,209,715,495,220,"Colorado State Patrol",
"Connecticut State Police",,1360,,972,,71,,,739,,76,,,3287116,,3,,(6),,(1),,(18),,,,,,,388,1454,982,472,"Connecticut State Police",
"Delaware State Police",,668,,489,,73,,,362,,74,,,666168,,7,,(3),,(6),,4,,,,,,,179,692,520,172,"Delaware State Police",
"Florida Highway Patrol",,2122,,1610,,76,,,1425,,89,,,12937926,,1,,(3),,(2),,(4),,,,,,,512,2183,1649,534,"Florida Highway Patrol",
"Georgia State Police",,1721,,864,,50,,,704,,81,,,6478216,,1,,(12),,4,,(24),,,,,,,857,1954,832,1122,"Georgia State Police",
"Idaho State Police",,245,,189,,77,,,178,,94,,,1006749,,2,,3,,0,,17,,,,,,,56,237,189,48,"Idaho State Police",
"Illinois State Police",,3305,,1897,,57,,,1168,,62,,,11430602,,2,,(13),,(20),,(4),,,,,,,1408,3820,2360,1460,"Illinois State Police",
"Indiana State Police",,1696,,1046,,62,,,493,,47,,,5544159,,2,,(6),,(5),,(8),,,,,,,650,1807,1104,703,"Indiana State Police",
"Iowa State Patrol",,793,,558,,70,,,542,,97,,,2776755,,2,,76,,34,,553,,,,,,,235,451,415,36,"Iowa State Patrol",
"Kansas Highway Patrol",,759,,554,,73,,,508,,92,,,2477574,,2,,(1),,(6),,15,,,,,,,205,769,591,178,"Kansas Highway Patrol",
"Kentucky State Police",,1641,,900,,55,,,595,,66,,,3685296,,2,,1,,0,,1,,,,,,,741,1632,900,732,"Kentucky State Police",
"Louisiana State Police",,1017,,703,,69,,,489,,70,,,4219973,,2,,1,,(1),,4,,,,,,,314,1011,708,303,"Louisiana State Police",
"Maine State Police",,455,,321,,71,,,241,,75,,,1227928,,3,,(7),,(10),,0,,,,,,,134,489,355,134,"Maine State Police",
"Maryland State Police",,2210,,1547,,70,,,856,,55,,,4781468,,3,,(4),,(7),,2,,,,,,,663,2303,1656,647,"Maryland State Police",
"Massachusetts State Police",,2235,,1975,,88,,,1092,,55,,,6016425,,3,,68,,70,,58,,,,,,,260,1327,1162,165,"Massachusetts State Police",
"Michigan State Police",,2958,,1986,,67,,,1111,,56,,,9295297,,2,,(8),,(13),,4,,,,,,,972,3215,2278,937,"Michigan State Police",
"Minnesota State Patrol",,551,,451,,82,,,380,,84,,,4375099,,1,,(27),,(12),,(58),,,,,,,100,750,510,240,"Minnesota State Patrol",
"Mississippi Highway Safety Patrol",,691,,469,,68,,,394,,84,,,2573216,,2,,(8),,(8),,(6),,,,,,,222,749,512,237,"Mississippi Highway Safety Patrol",
"Missouri State Highway Patrol",,1874,,889,,47,,,599,,67,,,5117073,,2,,3,,2,,5,,,,,,,985,1812,871,941,"Missouri State Highway Patrol",
"Montana Highway Patrol",,255,,196,,77,,,177,,90,,,799065,,2,,2,,(2),,16,,,,,,,59,251,200,51,"Montana Highway Patrol",
"Nebraska State Patrol",,629,,485,,77,,,220,,45,,,1578385,,3,,5,,5,,7,,,,,,,144,597,463,134,"Nebraska State Patrol",
"Nevada Highway Patrol",,499,,330,,66,,,309,,94,,,1201833,,3,,32,,25,,51,,,,,,,169,377,265,112,"Nevada Highway Patrol",
"New Hampshire State Police",,335,,246,,73,,,185,,75,,,1109252,,2,,(5),,(5),,(7),,,,,,,89,354,258,96,"New Hampshire State Police",
"New Jersey State Police",,3591,,2631,,73,,,998,,38,,,7730188,,3,,(6),,1,,(19),,,,,,,960,3801,2613,1188,"New Jersey State Police",
"New Mexico State Police",,567,,419,,74,,,394,,94,,,1515069,,3,,13,,12,,18,,,,,,,148,500,375,125,"New Mexico State Police",
"New York State Police",,4636,,3957,,85,,,2182,,55,,,17990455,,2,,(2),,(1),,(7),,,,,,,679,4742,4013,729,"New York State Police",
"North Carolina State Highway Patrol",,1578,,1236,,78,,,995,,81,,,6628637,,2,,0,,(1),,3,,,,,,,342,1577,1245,332,"North Carolina State Highway Patrol",
"North Dakota Highway Patrol",,189,,122,,65,,,110,,90,,,638800,,2,,4,,6,,0,,,,,,,67,182,115,67,"North Dakota Highway Patrol",
"Ohio State Highway Patrol",,2368,,1369,,58,,,1360,,99,,,10847115,,1,,4,,10,,(2),,,,,,,999,2270,1247,1023,"Ohio State Highway Patrol",
"Oklahoma Highway Patrol",,1046,,800,,76,,,"      ---",,"      ---",,,3145585,,3,,(23),,(0),,(56),,,,,,,246,1357,801,556,"Oklahoma Highway Patrol",
"Oregon State Police",,1098,,785,,71,,,394,,50,,,2842321,,3,,6,,(10),,101,,,,,,,313,1031,875,156,"Oregon State Police",
"Pennsylvania State Police",,5185,,4123,,80,,,2537,,62,,,11881643,,3,,(3),,1,,(16),,,,,,,1062,5348,4091,1257,"Pennsylvania State Police",
"Rhode Island State Police",,225,,182,,81,,,107,,59,,,1003464,,2,,10,,1,,79,,,,,,,43,204,180,24,"Rhode Island State Police",
"South Carolina Highway Patrol",,1213,,995,,82,,,941,,95,,,3486703,,3,,1,,0,,2,,,,,,,218,1204,991,213,"South Carolina Highway Patrol",
"South Dakota Highway Patrol",,156,,156,,100,,,132,,85,,,696004,,2,,(4),,6,,(100),,,,,,,0,163,147,16,"South Dakota Highway Patrol",
"Tennessee Department of Safety",,1545,,745,,48,,,622,,83,,,4877515,,2,,8,,(11),,36,,,,,,,800,1426,838,588,"Tennessee Department of Safety",
"Texas Department of Public Safety",,5721,,2700,,47,,,2246,,83,,,16986510,,2,,5,,(3),,13,,,,,,,3021,5470,2786,2684,"Texas Department of Public Safety",
"Utah Highway Patrol",,395,,341,,86,,,298,,87,,,1722850,,2,,(6),,6,,(46),,,,,,,54,422,322,100,"Utah Highway Patrol",
"Vermont Department of Public Safety",,389,,271,,70,,,233,,86,,,562758,,5,,(6),,(8),,(2),,,,,,,118,414,294,120,"Vermont Department of Public Safety",
"Virginia State Police",,2258,,1647,,73,,,1042,,63,,,6187358,,3,,1,,(2),,8,,,,,,,611,2243,1679,564,"Virginia State Police",
"Washington State Patrol",,1992,,995,,50,,,621,,62,,,4866692,,2,,3,,2,,5,,,,,,,997,1925,978,947,"Washington State Patrol",
"West Virginia State Police",,763,,492,,64,,,332,,67,,,1793477,,3,,(2),,(5),,4,,,,,,,271,781,520,261,"West Virginia State Police",
"Wisconsin State Patrol",,663,,482,,73,,,"      ---",,"      ---",,,4891769,,1,,5,,0,,20,,,,,,,181,633,482,151,"Wisconsin State Patrol",
"Wyoming Highway Patrol",,288,,142,,49,,,134,,94,,,453588,,3,,47,,(5),,211,,,,,,,146,196,149,47,"Wyoming Highway Patrol",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Personnel data for 1993 are for the pay period that included June 15, 1993.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Personnel data for 1990 are for the pay period that included June 15, 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Population data are based on Bureau of Census figures for April 1, 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Figures for number of officers per 10,000 residents are based on all full-time sworn employees. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Numbers in parentheses indicate a negative percent change in number of employees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"---Data were not provided by an agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12   Law Enforcement Management and Administrative Statistics, 1993  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12   Law Enforcement Management and Administrative Statistics, 1993  ",
